Item Code,Group Code,Item Name,Barcode/Print Name,Company,Quality,Unit,Opening Qty,Opening Value,Min Level,Reorder Level,Fixed Sale Rate,Fixed Purchase Rate,Wholesale Rate,Purchase Rate,Cost Rate A,Cost Rate B,Cost Rate C,HSN Code,GST %,Box,Cut,Mark,Date,Active
6669,SAREE,Sujata,Sujata,Ms,,P,0,0,0,0,215.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6670,SAREE,Kala Jamun,Kala Jamun,Mf,,P,0,0,0,0,565.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6671,SAREE,Thanedar (Kk),Thanedar (Kk),Mf,,P,0,0,0,0,445.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6672,SAREE,Dhadak (Kk),Dhadak (Kk),Mf,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6673,SAREE,Nexon,Nexon,Bp,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6674,SAREE,Disco,Disco,Bp,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6675,SAREE,Hari Govind,Hari Govind,Bp,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6676,SAREE,Blue Bird,Blue Bird,Bp,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6677,SAREE,Panchayat,Panchayat,Bp,,P,0,0,0,0,315.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6678,SAREE,Bobby,Bobby,Bp,,P,0,0,0,0,265.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6679,SAREE,Prithvi,Prithvi,Bp,,P,0,0,0,0,265.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-14,True
6680,DHOTI,Maruti(Orange),Maruti(Orange),Kcmi,,P,0,0,0,0,250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6681,DHOTI,Kesari,Kesari,Kcmi,,P,0,0,0,0,245.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6682,DHOTI,Yeelo,Yeelo,Kcmi,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6683,DHOTI,Mengo,Mengo,Kcmi,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6684,DHOTI,Red,Red,Kcmi,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6685,SAREE,Hakka Noodles,Hakka Noodles,Bp,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6686,SAREE,New Lakhpati (Mix),New Lakhpati (Mix),Bp,,P,0,0,0,0,200.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6687,SAREE,Bullet Train,Bullet Train,CSS1,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6688,SAREE,Festival Gift,Festival Gift,CSS1,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6689,SAREE,Fair N Lovely,Fair N Lovely,CSS1,,P,0,0,0,0,305.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6690,SAREE,Hit List,Hit List,CSS1,,P,0,0,0,0,320.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6691,SAREE,Passcode,Passcode,CSS1,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6692,SAREE,Nilkanth,Nilkanth,CSS1,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6693,SAREE,Gemini,Gemini,CSS1,,P,0,0,0,0,775.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6694,SAREE,Duster,Duster,CSS1,,P,0,0,0,0,705.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6695,SAREE,Shree Leela,Shree Leela,Bp,,P,0,0,0,0,520.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6696,SAREE,Twinkle Twinkle,Twinkle Twinkle,Bp,,P,0,0,0,0,400.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6697,SAREE,Lady Finger,Lady Finger,Bp,,P,0,0,0,0,480.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6698,SAREE,Haldi,Haldi,Bp,,P,0,0,0,0,300.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6699,SAREE,Mix Items,Mix Items,Mss,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6700,SUIT,Dn-1105 (Pouch),Dn-1105 (Pouch),Ngp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6701,SAREE,Gunjan (Box),Gunjan (Box),Ms,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6702,SAREE,Neha,Neha,Ms,,P,0,0,0,0,200.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6703,SAREE,Janhvi,Janhvi,Ms,,P,0,0,0,0,335.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6704,RUBIA,Chakori (A) 4 Fold,Shalini,Mp,,P,0,0,0,0,37.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6705,SAREE,Samayara-Sitara Pouch,Samayara-Sitara Pouch,Kss,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6706,SAREE,Jordar Hits,Jordar Hits,Kss,,P,0,0,0,0,393.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6707,SAREE,Lajja-2,Lajja-2,Kss,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-15,True
6708,SAREE,Premium Wedding,Premium Wedding,Kss,,P,0,0,0,0,298.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6709,SAREE,Treat Me (Work+Pouch),Treat Me (Work+Pouch),Kss,,P,0,0,0,0,381.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6710,SAREE,Urban Punjab,Urban Punjab,Kss,,P,0,0,0,0,475.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6711,SAREE,Venice(Frandy+Pouch),Venice(Frandy+Pouch),Kss,,P,0,0,0,0,460.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6712,SAREE,Duckie(Frandy+Pouch),Duckie(Frandy+Pouch),Kss,,P,0,0,0,0,460.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6713,SAREE,Mango Roll(Frandy+Pouch),Mango Roll(Frandy+Pouch),Kss,,P,0,0,0,0,465.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6714,SAREE,Lahori(Frandy+Pouch),Lahori(Frandy+Pouch),Kss,,P,0,0,0,0,460.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6715,SAREE,Special-5,Special-5,Kss,,P,0,0,0,0,470.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6716,SAREE,Royal Love(Pouch),Royal Love(Pouch),Kss,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6717,SAREE,Pancard,Pancard,Kss,,P,0,0,0,0,535.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6718,SAREE,Latifa(Frandy+Pouch),Latifa(Frandy+Pouch),Kss,,P,0,0,0,0,480.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6719,SAREE,Liger(Frandy+Pouch),Liger(Frandy+Pouch),Kss,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6720,SAREE,Gabbar-3,Gabbar-3,Kss,,P,0,0,0,0,451.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6721,SAREE,Paras Mani,Paras Mani,Kss,,P,0,0,0,0,471.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6722,LEHANGA,Mix Items,Mix Items,Slf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6723,SAREE,New Item,New Item,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6724,DUPATTA,New Item,New Item,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6725,SAREE,Jatadhara,Jatadhara,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6726,SAREE,Yashika,Yashika,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6727,SAREE,MSME,MSME,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6728,SAREE,Ring Bell,Ring Bell,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6729,SAREE,Sim Card,Sim Card,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6730,SAREE,Cargo,Cargo,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6731,SAREE,Chandani Raat,Chandani Raat,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6732,SAREE,A 7869,A 7869,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6733,SAREE,Certificate,Certificate,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6734,SAREE,A 7731,A 7731,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6735,SAREE,Shishu,Shishu,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6736,SAREE,A 7900,A 7900,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6737,SAREE,Producer,Producer,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6738,SAREE,David,David,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6739,SAREE,Rivisha,Rivisha,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6740,SAREE,Iceburg,Iceburg,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6741,SAREE,Basundi,Basundi,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6742,SAREE,Contact No,Contact No,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6743,SAREE,Bundle,Bundle,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6744,SAREE,Sachiv,Sachiv,Alf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6745,SAREE,Satya Vachan,Satya Vachan,Kss,,P,0,0,0,0,465.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6746,SAREE,Royal India,Royal India,Kss,,P,0,0,0,0,473.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6747,SAREE,Mask(Frandy+Pouch),Mask(Frandy+Pouch),Kss,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6748,SAREE,Laal Banarasi,Laal Banarasi,Kss,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6749,SAREE,Xuv-700 (Sitara Pouch),Xuv-700 (Sitara Pouch),Kss,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6750,SAREE,Rose Queen,Rose Queen,Mp,,P,0,0,0,0,43.9,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6751,DHOTI,Bahubali,Bahubali,Ata,,P,0,0,0,0,140.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6752,SAREE,Anari,Anari,Hls,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6753,SAREE,Talash,Talash,Kks,,P,0,0,0,0,645.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6754,SAREE,Dandiya,Dandiya,Kks,,P,0,0,0,0,450.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6755,SAREE,Club House,Club House,Kks,,P,0,0,0,0,445.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6756,SAREE,Sumangal,Sumangal,Kks,,P,0,0,0,0,440.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6757,SAREE,Wisdom,Wisdom,Kks,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6758,SAREE,Kurkure,Kurkure,CSS1,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6759,SAREE,Super Hero,Super Hero,CSS1,,P,0,0,0,0,312.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6760,GAMCHA,Vidhayak Ji,Atm Dalapathy White,Rtm,,P,0,0,0,0,37.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6761,GAMCHA,Vidhayak Ji Orange,Atm Dalapathy Orange,Rtm,,P,0,0,0,0,39.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6762,SAREE,Modi No-1,Modi No-1,Mfs,,P,0,0,0,0,183.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-16,True
6763,SAREE,Digi Loker,Digi Loker,Bp,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6764,SAREE,Litti Chokha,Litti Chokha,Bp,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6765,SAREE,Chhavi,Chhavi,Bp,,P,0,0,0,0,655.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6766,SAREE,Bahut Sundar,Bahut Sundar,Bp,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6767,SAREE,Magic Moment,Magic Moment,Bp,,P,0,0,0,0,400.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6768,SAREE,Pushp Varsha,Pushp Varsha,Bp,,P,0,0,0,0,480.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6769,SAREE,Mangal Kamna,Mangal Kamna,Bp,,P,0,0,0,0,585.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6770,SAREE,Post Card,Post Card,Bp,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6771,SAREE,Madhushree,Madhushree,Bp,,P,0,0,0,0,450.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6772,SAREE,Manokamna,Manokamna,Bp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6773,SAREE,Fresh Fruit,Fresh Fruit,Bp,,P,0,0,0,0,280.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6774,SAREE,Tej Bhan,Tej Bhan,Bp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6775,SAREE,Laxmi Leela,Laxmi Leela,Bp,,P,0,0,0,0,340.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6776,SAREE,Roli Moli,Roli Moli,Bp,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6777,SAREE,Sabarmati,Sabarmati,Bp,,P,0,0,0,0,255.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6778,SAREE,Jawani Diwani,Jawani Diwani,Bp,,P,0,0,0,0,245.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6779,SAREE,Raat Rani,Raat Rani,Bp,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6780,SAREE,Fighter Jet,Fighter Jet,Bp,,P,0,0,0,0,520.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6781,SAREE,Girja,Girja,Bp,,P,0,0,0,0,505.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6782,SAREE,Gagan,Gagan,Bp,,P,0,0,0,0,530.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6783,SAREE,Bumper Draw,Bumper Draw,Bp,,P,0,0,0,0,250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6784,SAREE,Silky,Silky,Bp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6785,SAREE,Kaju Draksh,Kaju Draksh,Bp,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6786,SUIT,Crystal Patiyala(Pouch),Crystal Patiyala(Pouch),Ngp,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6787,SAREE,Malamaal,Malamaal,Mf,,P,0,0,0,0,240.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6788,SAREE,Chandani Chowk,Chandani Chowk,Mf,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6789,SAREE,Kaju Pista,Kaju Pista,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6790,SAREE,Madhushala,Madhushala,Mf,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6791,SAREE,Empire,Empire,Mf,,P,0,0,0,0,430.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6792,SAREE,Shyam Vatika,Shyam Vatika,Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6793,SAREE,Azadi,Azadi,Pchs,,P,0,0,0,0,795.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6794,SAREE,Gajraj-2,Gajraj-2,Pchs,,P,0,0,0,0,598.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6795,SAREE,Pyari Mohtarma-3,Pyari Mohtarma-3,Pchs,,P,0,0,0,0,645.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6796,SAREE,Make Up,Make Up,Pchs,,P,0,0,0,0,865.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6797,SAREE,Kripa-2,Kripa-2,Pchs,,P,0,0,0,0,798.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6798,SAREE,Chinkara-6,Chinkara-6,Pchs,,P,0,0,0,0,755.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6799,SAREE,Family-2,Family-2,Pchs,\,P,0,0,0,0,585.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6800,SAREE,Kiku-2,Kiku-2,Pchs,,P,0,0,0,0,671.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6801,SAREE,Rani Bharti,Rani Bharti,Pchs,,P,0,0,0,0,575.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6802,SAREE,Republic-2,Republic-2,Pchs,,P,0,0,0,0,895.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6803,SAREE,Mangla-3,Mangla-3,Pchs,,P,0,0,0,0,698.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6804,SAREE,Mangla-2,Mangla-2,Pchs,,P,0,0,0,0,698.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6805,SAREE,Modern-3,Modern-3,Pchs,,P,0,0,0,0,675.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6806,SAREE,Rose Garden,Rose Garden,Pchs,,P,0,0,0,0,895.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6807,SAREE,Kripa,Kripa,Pchs,,P,0,0,0,0,798.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6808,SAREE,Gold Lining,Gold Lining,Pchs,,P,0,0,0,0,765.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6809,SAREE,Chinkara,Chinkara,Pchs,,P,0,0,0,0,755.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6810,SAREE,Multi Mor Dusty,Multi Mor Dusty,Pchs,,P,0,0,0,0,1145.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6811,SAREE,Multi Mor-2 Dusty,Multi Mor-2 Dusty,Pchs,,P,0,0,0,0,1145.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6812,SAREE,Livisha -3,Livisha -3,Pchs,,P,0,0,0,0,485.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6813,SAREE,Mangla,Mangla,Pchs,,P,0,0,0,0,698.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6814,SAREE,Puruskar,Puruskar,Pchs,,P,0,0,0,0,660.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6815,SAREE,Teri Diwani-3,Teri Diwani-3,Pchs,,P,0,0,0,0,995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6816,SAREE,Teri Diwani-5,Teri Diwani-5,Pchs,,P,0,0,0,0,995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6817,SAREE,Mere Lotus,Mere Lotus,Pchs,,P,0,0,0,0,775.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6818,SAREE,Meri Mohabbat,Meri Mohabbat,Pchs,,P,0,0,0,0,960.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6819,SAREE,African King,African King,Pchs,,P,0,0,0,0,548.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6820,SAREE,African King-2,African King-2,Pchs,,P,0,0,0,0,548.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6821,SAREE,Vistar,Vistar,Pchs,,P,0,0,0,0,565.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6822,SAREE,Mahi (Kk),Mahi (Kk),Mf,,P,0,0,0,0,335.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6823,SAREE,Karishma (Chunari),Karishma (Chunari),Ri,,P,0,0,0,0,186.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6824,SUIT,Asarfi,Asarfi,Ttf,,P,0,0,0,0,405.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-17,True
6825,SAREE,5 Star,5 Star,CSS1,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6826,SAREE,Airbnb,Airbnb,CSS1,,P,0,0,0,0,265.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6827,SUIT,Supriya (Pouch),Supriya (Pouch),Ri,,P,0,0,0,0,385.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6828,LEHANGA,Aarya,Aarya,Slf,,P,0,0,0,0,8995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6829,LEHANGA,Kaveri,Kaveri,Slf,,P,0,0,0,0,15995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6830,LEHANGA,Kavya,Kavya,Slf,,P,0,0,0,0,9995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6831,LEHANGA,Party Girl-P3959,Party Girl-P3959,Slf,,P,0,0,0,0,4795.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6832,LEHANGA,Ranjhanna-R1400,Ranjhanna-R1400,Slf,,P,0,0,0,0,2995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6833,LEHANGA,Ranjhanna-R1404,Ranjhanna-R1404,Slf,,P,0,0,0,0,2995.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6834,LEHANGA,K1084,K1084,Slf,,P,0,0,0,0,4695.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6835,LEHANGA,Party Girl-P3961,Party Girl-P3961,Slf,,P,0,0,0,0,4350.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6836,LEHANGA,Party Girl-P3969,Party Girl-P3969,Slf,,P,0,0,0,0,4595.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6837,LEHANGA,Ranjhanna-R1226,Ranjhanna-R1226,Slf,,P,0,0,0,0,4795.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6838,LEHANGA,Ranjhanna-R1242,Ranjhanna-R1242,Slf,,P,0,0,0,0,3550.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6839,LEHANGA,Kangana,Kangana,Slf,,P,0,0,0,0,6750.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6840,LEHANGA,Ranjhanna-R1288,Ranjhanna-R1288,Slf,,P,0,0,0,0,2495.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6841,LEHANGA,Ranjhanna-R1397,Ranjhanna-R1397,Slf,,P,0,0,0,0,2250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6842,SAREE,Gulabo,Gulabo,Mf,,P,0,0,0,0,225.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6843,SAREE,Sundari,Sundari,Mf,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
6844,SAREE,Offline (Kk),Offline (Kk),Mf,,P,0,0,0,0,330.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2026-01-19,True
